图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,人参果-预测置信度,佛手瓜-预测置信度,哈密瓜-预测置信度,圣女果-预测置信度,山楂-预测置信度,山竹-预测置信度,无花果-预测置信度,木瓜-预测置信度,李子-预测置信度,杏-预测置信度,杨桃-预测置信度,杨梅-预测置信度,枇杷-预测置信度,枣-预测置信度,柚子-预测置信度,柠檬-预测置信度,柿子-预测置信度,树莓-预测置信度,桂圆-预测置信度,桑葚-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,樱桃-预测置信度,橘子-预测置信度,毛丹-预测置信度,水蜜桃-预测置信度,沃柑-预测置信度,沙果-预测置信度,沙棘-预测置信度,油桃-预测置信度,牛油果-预测置信度,猕猴桃-预测置信度,甘蔗-预测置信度,甜瓜-伊丽莎白-预测置信度,甜瓜-白-预测置信度,甜瓜-绿-预测置信度,甜瓜-金-预测置信度,番石榴-百-预测置信度,番石榴-红-预测置信度,白兰瓜-预测置信度,白心火龙果-预测置信度,白萝卜-预测置信度,百香果-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,粑粑柑-预测置信度,红心火龙果-预测置信度,红苹果-预测置信度,羊奶果-预测置信度,羊角蜜-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,腰果-预测置信度,芒果-预测置信度,芦柑-预测置信度,草莓-预测置信度,荔枝-预测置信度,莲雾-预测置信度,菠萝-预测置信度,菠萝莓-预测置信度,菠萝蜜-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,蓝莓-预测置信度,蛇皮果-预测置信度,蟠桃-预测置信度,血橙-预测置信度,西柚-预测置信度,西梅-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,酸角-预测置信度,金桔-预测置信度,青柠-预测置信度,青苹果-预测置信度,香橼-预测置信度,香蕉-预测置信度,黄桃-预测置信度,黑莓-预测置信度
./fruit81_full_split\test\无花果\44.jpg,6,无花果,6,无花果,28,沙果,69,西梅,True,4.762205e-07,2.4528254e-07,4.967336e-08,4.954307e-08,0.00046179575,4.80766e-05,0.97875,4.9625396e-06,0.0015305028,0.0012487216,5.452633e-10,7.39765e-07,9.30175e-09,0.00019248511,4.29411e-06,3.955431e-07,2.7510097e-08,7.3503577e-07,1.6687683e-07,3.5014466e-06,9.188035e-05,2.219422e-07,1.1367282e-08,0.003292244,2.9705452e-06,3.112849e-10,5.6217044e-07,2.7204326e-08,0.007035691,2.1443148e-07,4.407564e-05,7.2268557e-07,4.1803425e-05,2.4485192e-10,4.0401704e-07,6.672839e-07,9.435323e-08,6.814212e-10,1.2965462e-06,1.2485298e-05,3.8193713e-07,6.4830097e-10,8.575828e-09,2.426736e-05,5.7856823e-07,2.8417437e-06,5.564904e-08,5.5140724e-08,6.7840256e-07,1.3967076e-07,3.7130608e-08,2.179904e-12,4.43335e-09,1.9103432e-08,8.955193e-06,4.147559e-06,1.790864e-08,1.1200141e-05,2.1322818e-05,1.0678471e-08,9.318396e-11,1.2481207e-08,1.317521e-07,2.451675e-05,3.7888233e-06,1.7511271e-09,1.338237e-07,1.2464067e-06,1.1296863e-08,0.006690472,1.9272929e-07,1.2444143e-07,0.00028930782,1.0815268e-09,6.85391e-08,7.634745e-06,0.00011355472,1.4602375e-05,1.1014123e-08,5.606884e-07,6.176181e-06
./fruit81_full_split\test\无花果\47.png,6,无花果,6,无花果,67,血橙,58,莲雾,True,4.609878e-14,2.1236806e-13,2.4270366e-09,1.9392335e-12,1.4297008e-10,3.074901e-11,0.9999988,1.8686074e-11,2.9967502e-09,3.6124652e-11,6.901894e-15,1.7845544e-08,5.8506133e-16,2.9256014e-08,3.2711856e-08,4.660083e-14,3.3466149e-15,1.8313087e-11,3.340265e-14,1.4880343e-11,4.7413614e-12,4.3977932e-11,7.683914e-13,5.8946736e-10,1.1833847e-13,8.98557e-12,3.9078542e-11,3.654298e-13,1.3265819e-10,2.6615732e-14,2.6628546e-09,2.9576e-11,1.4961726e-09,3.539063e-14,1.0021017e-10,4.20466e-09,7.3672214e-11,7.182425e-14,2.3499597e-10,3.091295e-08,6.798563e-10,1.1353317e-12,1.5132926e-12,1.9063749e-11,2.4515738e-13,7.683294e-14,5.761691e-15,1.205428e-12,7.0863725e-13,3.7007442e-14,1.6741443e-10,7.207672e-15,1.5650225e-14,5.2313836e-14,1.9643094e-12,2.1987674e-13,1.8544444e-11,2.0181982e-10,4.4211532e-07,2.5397394e-14,5.867441e-13,3.2889013e-13,1.5440192e-13,2.6539698e-10,9.119775e-13,3.5869047e-14,4.1183394e-11,4.472458e-07,8.4639595e-08,1.6027213e-08,2.2221711e-09,1.23347565e-11,1.4022258e-08,1.7589122e-16,1.8697885e-14,5.8183036e-10,4.4952025e-11,3.8978675e-13,9.085076e-12,1.1994306e-12,2.1392128e-11
./fruit81_full_split\test\无花果\48.jpg,6,无花果,6,无花果,28,沙果,13,枣,True,6.146046e-05,1.729908e-06,8.065148e-08,2.3901634e-08,2.6312096e-06,1.3648315e-05,0.9964675,5.700791e-07,9.047923e-05,7.885431e-06,2.9469338e-09,5.2755763e-06,4.9008633e-09,0.00092229253,2.9085984e-07,9.523627e-08,4.480324e-09,1.1180721e-06,1.2982923e-09,9.828951e-07,4.9352184e-07,2.8226173e-06,2.247836e-08,9.681835e-06,5.2995714e-09,6.252278e-08,1.3329304e-05,3.1559595e-09,0.0010061191,2.3980771e-08,1.0979068e-05,4.8696853e-07,1.90603e-06,1.09153255e-08,7.610589e-07,1.1554649e-06,5.2155315e-06,1.9221547e-07,6.0808848e-06,0.00045186712,1.0970078e-05,3.8043943e-10,2.6655113e-07,6.9415144e-08,4.72116e-06,2.2096451e-09,2.7407046e-10,1.185613e-09,3.346096e-06,3.0025134e-07,9.640548e-06,5.7186944e-09,8.3105445e-10,2.1159941e-07,2.498911e-05,7.220498e-08,1.2332042e-06,5.3799175e-07,0.00061398564,5.41952e-08,1.5045159e-06,3.8194266e-08,6.8346667e-06,3.4734134e-07,1.3545416e-06,2.0399893e-09,6.318782e-05,6.666374e-09,5.411123e-08,3.288866e-05,0.00010554042,8.072566e-08,1.9464555e-06,1.5594631e-10,5.8400932e-08,1.1739103e-06,2.1865762e-05,1.6017109e-06,6.202711e-08,1.0982016e-06,2.6885739e-06
./fruit81_full_split\test\无花果\52.jpg,6,无花果,6,无花果,5,山竹,39,番石榴-红,True,4.2197944e-06,1.0243505e-06,5.6601148e-05,2.9322855e-08,0.000115652474,0.034652196,0.9299552,0.0014493293,0.00260199,0.00049361837,4.5295103e-08,2.7294e-05,1.113964e-08,1.9683084e-07,6.0873237e-05,4.8203357e-05,1.8282593e-08,1.4726359e-06,1.990072e-06,0.00010325077,1.9092288e-06,0.00071597623,2.6209558e-05,0.0001904488,3.7865727e-06,2.052253e-06,2.6271182e-06,1.1843392e-06,8.754794e-05,4.8389406e-08,3.5090598e-05,2.2505666e-05,6.7160227e-07,2.4892302e-06,2.6233241e-05,3.1582713e-06,5.500341e-07,1.2469495e-07,4.4196836e-06,0.014139511,8.160868e-06,1.2014925e-08,8.066636e-06,4.2287036e-05,5.8278875e-08,3.7925684e-06,1.6525574e-07,2.5994412e-05,6.123251e-06,7.691917e-08,6.4691966e-07,6.5334393e-06,3.2614184e-07,4.0047576e-06,0.0008057787,6.508291e-06,9.165429e-07,3.0811318e-06,1.943517e-05,2.9015067e-07,6.381724e-07,3.70564e-06,3.078528e-07,4.0697205e-06,1.0672568e-06,1.4194869e-06,3.3352712e-06,8.108451e-05,4.7083532e-07,0.013791876,0.00013135372,1.5280537e-07,2.7948954e-07,6.27177e-07,2.1777705e-06,4.745752e-07,5.3234317e-07,3.1897413e-05,4.1413048e-07,0.00016136396,6.753879e-07
./fruit81_full_split\test\无花果\71.jpg,6,无花果,6,无花果,5,山竹,32,猕猴桃,True,1.8356086e-07,1.8905324e-06,5.040999e-05,6.957328e-09,3.5050067e-07,0.0002335184,0.99892837,5.382594e-05,3.427773e-05,1.3969476e-05,9.886017e-09,3.9673088e-07,6.8587727e-09,6.6775283e-06,1.2124079e-06,1.8784955e-07,7.3463844e-09,1.1054011e-07,2.7260169e-06,4.7332142e-07,1.7443163e-06,0.00012621171,9.768518e-08,1.0116228e-05,1.3384433e-06,1.8351797e-09,2.0170295e-07,3.003146e-08,3.0051475e-05,2.1216182e-09,1.0717415e-06,1.2860911e-06,0.00018931233,4.03967e-09,7.54718e-06,1.1676427e-06,1.0227638e-07,1.0559803e-08,1.0541094e-07,1.6990098e-05,1.8623101e-05,3.5314723e-11,3.8674682e-07,2.6537133e-05,1.8471071e-07,1.1657821e-08,6.7362156e-09,4.198553e-11,1.1102187e-07,4.5128672e-08,2.1168175e-06,1.4939012e-09,5.789088e-09,1.21788e-06,3.1626736e-05,2.0495199e-07,1.250297e-07,2.5373142e-06,2.0095808e-06,1.3650422e-08,1.1504195e-08,1.3743938e-06,8.204728e-09,8.699327e-08,2.3642598e-07,3.3804668e-07,1.1982463e-06,2.2036777e-09,8.263734e-09,0.00014834828,2.9463596e-05,6.8895744e-08,2.1619022e-07,9.150869e-09,5.2439223e-08,1.3759558e-06,3.6168692e-06,1.1372722e-05,4.8991666e-08,2.2780208e-07,1.3546746e-07
./fruit81_full_split\test\无花果\72.jpg,6,无花果,69,西梅,50,羊角蜜,64,蓝莓,False,0.005429859,0.0057700886,0.087902285,9.319493e-05,0.00026936724,9.6350705e-05,0.056140006,0.0017183867,0.00033168017,0.0004543542,0.00024916627,0.001233015,0.0010220123,0.0011407288,0.008207542,0.007931576,5.418541e-06,0.0016037041,0.0010201009,0.00541797,0.001062136,0.007308409,0.00065861095,0.00019625331,0.00065746496,1.7776763e-05,0.0027806913,0.000956067,0.0004910061,4.7983165e-05,0.00015892653,8.0601676e-05,0.0005221452,0.0028737301,0.0020101704,0.011669491,0.00010907839,0.01172387,0.015773417,0.009725991,0.02607967,0.00079989334,0.035279635,0.00044704525,8.433323e-05,0.00018761856,0.00064915617,0.00023459544,4.6332283e-05,1.5377274e-05,0.15571786,0.00020841864,0.0016181159,0.0001291163,0.0012466979,0.00040287274,0.0008618749,1.7498423e-05,9.211779e-05,0.00017686338,0.0011524617,0.010635544,0.0009889279,0.00011072588,0.12854385,1.4222238e-05,0.0014507921,2.7654517e-06,3.916608e-05,0.26924616,0.0008147843,0.00076535775,5.612219e-05,0.00034319656,7.310032e-05,0.0018381404,0.046231814,0.025322776,0.02982256,0.0032518755,0.00013989523
./fruit81_full_split\test\无花果\73.jpg,6,无花果,6,无花果,32,猕猴桃,53,腰果,True,3.826686e-06,1.00702614e-07,2.738608e-07,3.6722085e-09,0.00010988795,0.00039262042,0.99469393,1.867907e-07,1.1595964e-05,4.194696e-06,6.8432717e-09,1.3147674e-08,2.928314e-06,0.00030631133,7.420591e-07,6.6949845e-08,1.9438872e-07,2.0999838e-07,8.697574e-06,1.1380383e-08,1.0305636e-06,3.156309e-05,6.7608954e-07,2.3272542e-05,1.11503935e-08,8.1656903e-10,3.267982e-08,8.4755386e-10,5.218415e-05,2.1211532e-08,4.954148e-07,1.2506488e-08,0.0025020842,1.6961312e-08,1.3310581e-07,1.6633143e-06,8.9843084e-08,2.0056892e-10,1.018916e-07,1.0890465e-06,1.3797489e-06,1.0184632e-11,9.438125e-09,0.00063002284,2.0302794e-07,1.0452567e-09,5.926511e-11,8.054061e-13,2.233841e-06,1.0320866e-05,2.6231004e-07,1.8779197e-11,1.3638665e-10,0.00064772303,4.144016e-06,6.8266766e-09,2.3028357e-09,7.027914e-05,8.796318e-07,5.686388e-10,3.7706045e-08,1.6867313e-07,5.0768434e-09,2.9254461e-05,1.0742158e-09,7.87182e-07,1.7299031e-06,1.4127433e-10,2.350886e-09,0.0004329677,3.2877588e-07,1.4438519e-08,1.8528758e-07,1.4014533e-05,1.03742375e-08,1.5102087e-08,1.1808202e-08,1.8840632e-06,5.9025393e-07,1.5304641e-07,1.7874271e-08
./fruit81_full_split\test\无花果\77.jpg,6,无花果,6,无花果,69,西梅,8,李子,True,2.3665889e-05,1.0605203e-06,3.0621264e-05,1.822021e-07,0.0069201356,0.00026268515,0.7788803,7.654761e-06,0.047859162,0.00019143475,1.3525101e-09,0.00032858388,6.245819e-07,0.00038772804,4.9866445e-05,1.8540561e-07,9.4718905e-07,0.001171588,0.00015849549,1.6028939e-07,3.0453431e-05,2.6962623e-05,5.1396904e-07,0.000103300954,3.1400984e-07,2.1109436e-06,0.0038689752,6.2028585e-06,0.043244056,1.456176e-07,0.02818072,3.3222918e-06,1.8864393e-06,0.00023531858,0.00027660435,1.17657255e-05,1.9887665e-07,3.6997284e-07,0.001458283,0.0022792649,8.712976e-05,1.2320919e-06,1.32173685e-08,0.002398236,7.742286e-05,5.91147e-06,1.2204691e-05,1.5413654e-06,0.002511808,0.013868049,2.5648726e-06,1.09650124e-07,4.481584e-07,3.934066e-06,0.00029931284,1.2018512e-05,6.714127e-06,0.00041870493,0.0003203563,2.3390853e-06,8.643754e-05,1.0908378e-05,4.3039377e-05,0.002230791,1.6993764e-07,0.001799745,0.00047933485,2.9933353e-05,3.08827e-06,0.05802172,0.00021571282,7.539014e-07,0.00033727183,1.3415793e-07,1.02867354e-07,1.0064857e-08,5.8290664e-07,8.984015e-06,9.308449e-06,0.000118528,0.0005675325
./fruit81_full_split\test\无花果\85.jpeg,6,无花果,6,无花果,5,山竹,28,沙果,True,2.709298e-09,1.1498624e-11,1.9580096e-10,1.8049471e-12,9.594167e-08,0.00014871922,0.99983156,7.0890438e-12,1.0224734e-06,1.7915222e-09,1.455825e-13,2.7458127e-09,4.670341e-12,3.4927605e-10,8.054491e-09,5.571319e-11,5.6128203e-11,5.5266507e-09,2.3262563e-08,4.308848e-10,7.9671165e-11,1.4654148e-08,3.0266654e-11,2.1794704e-09,5.9096915e-11,1.4479363e-08,1.0881463e-08,3.3624823e-09,9.780121e-06,6.952204e-13,6.844755e-07,1.4317046e-10,2.104681e-09,2.4436483e-13,1.8485628e-10,8.976279e-11,2.6680929e-09,4.532583e-13,1.3251109e-10,1.1944061e-07,2.892792e-09,8.9235095e-12,3.5533454e-09,3.201678e-07,1.843607e-08,5.441746e-09,1.7891539e-11,2.6746525e-11,2.2640475e-06,1.8141368e-10,5.0116463e-11,6.395814e-11,2.109147e-12,5.3475895e-09,1.06633305e-11,1.7562377e-09,2.2103492e-09,1.1359851e-07,1.9803422e-06,6.645827e-11,9.230223e-09,1.9598928e-10,1.08296636e-11,1.0194156e-07,6.1061545e-11,1.4245958e-07,6.353633e-08,8.701913e-08,8.780267e-09,2.349504e-06,4.64479e-09,9.805255e-11,4.923476e-07,3.345054e-11,2.0225895e-13,8.193734e-12,3.9692089e-10,1.6149975e-11,1.4366167e-11,2.1765031e-10,2.2390663e-10
./fruit81_full_split\test\无花果\87.jpg,6,无花果,6,无花果,58,莲雾,69,西梅,True,7.90734e-13,4.9407826e-12,1.6665795e-09,3.755686e-10,5.8439824e-12,7.672234e-09,0.9999652,2.2842748e-09,3.9438948e-08,4.3002027e-10,2.2250895e-14,4.3562898e-10,7.3245025e-16,8.257519e-10,1.3204077e-07,5.3514945e-14,6.299254e-14,1.3597821e-12,1.9237528e-14,3.9370063e-10,4.3520123e-14,8.8755134e-14,6.937171e-13,6.1704837e-09,1.321978e-14,2.075731e-12,1.4831597e-10,3.1297258e-14,4.874081e-09,3.9392063e-14,1.810119e-08,7.831151e-10,3.4928508e-12,2.464554e-16,3.2741795e-11,1.7851471e-09,1.8058446e-10,5.917241e-14,6.2639876e-12,1.9303561e-06,1.82235e-09,2.5538066e-12,5.018414e-13,1.1705313e-06,3.0359195e-09,2.1757105e-14,1.2383218e-13,4.2388747e-14,2.1519403e-12,1.7134134e-12,2.6422006e-08,3.4630241e-13,6.4541e-14,1.8775328e-15,9.2719676e-10,6.10736e-13,3.86644e-12,4.0578237e-13,1.64802e-05,2.3030552e-13,8.2342607e-13,7.220076e-11,7.5673284e-10,3.7990932e-07,1.675952e-12,1.8781366e-13,1.5384324e-09,3.1567396e-07,8.6501345e-08,7.2414364e-06,1.2349049e-08,1.8013526e-09,6.8812274e-06,4.929501e-14,1.942173e-13,2.8220425e-13,4.562018e-14,7.4533793e-13,8.4355456e-13,9.186346e-10,1.0790645e-09
./fruit81_full_split\test\无花果\92.jpg,6,无花果,6,无花果,70,西瓜,11,杨梅,True,3.227384e-10,1.7230747e-10,1.3728253e-06,6.683531e-09,5.6230387e-05,1.6218986e-07,0.99889094,2.6116857e-07,8.084132e-06,2.231534e-07,4.5536524e-13,0.00028488957,2.982761e-09,1.501506e-06,9.160774e-06,1.208267e-10,2.6421765e-09,1.2767633e-05,1.447208e-09,3.387635e-06,5.928001e-10,1.0067673e-08,4.5629364e-10,3.7157295e-07,5.13865e-10,4.5289347e-08,6.847771e-05,2.8595346e-09,9.5056197e-07,1.6903124e-09,1.3659509e-06,8.313204e-09,7.5859737e-07,4.6369185e-12,1.004413e-06,2.0736459e-06,9.702092e-07,1.174081e-09,2.108759e-08,0.000102389524,2.1397754e-07,1.0156814e-09,6.4225745e-09,4.940863e-06,9.553993e-06,4.8695487e-10,1.53262e-09,1.8945927e-08,1.9843076e-09,3.0723062e-09,1.5280068e-07,1.2387287e-10,6.3170436e-10,4.6592668e-09,2.2925285e-07,3.9934406e-08,9.3208047e-07,1.9698336e-06,3.3696768e-05,2.8156792e-09,5.753448e-09,5.4426335e-09,7.6228426e-11,2.369966e-07,1.6026942e-07,2.5291427e-10,0.00014685138,3.935854e-06,8.04319e-06,8.4712116e-07,0.000339849,1.36140805e-08,4.324378e-07,4.0167053e-10,3.455634e-11,1.0512925e-08,6.2454752e-09,9.456139e-08,2.2370037e-09,6.683241e-08,2.4348233e-07
./fruit81_full_split\test\木瓜\104.jpg,7,木瓜,14,柚子,77,香橼,76,青苹果,False,0.0006905041,0.00020764116,0.00028586597,3.726006e-07,0.00061644113,0.0002467077,0.00057302235,0.05776716,0.0050187577,0.07318787,0.0024799628,0.00038438372,0.0014199127,0.0013119789,0.29305315,0.0100813275,5.0209903e-05,4.7663048e-06,0.024692496,0.00030385732,0.044885606,0.003190373,6.926357e-05,2.0085388e-05,9.470666e-05,5.714294e-06,0.0001577054,9.308417e-06,0.020382756,1.1030819e-07,6.0347345e-05,0.00010586032,0.0048777065,1.288533e-07,0.00030935905,0.010138391,8.3457905e-07,0.00015965739,0.015195605,0.0117655415,0.005793657,1.895557e-07,2.1733767e-05,0.004337759,0.0018358193,4.1036287e-07,6.512427e-05,1.8639139e-07,0.0015831698,0.000108449305,8.363714e-06,2.1035148e-06,3.8586146e-05,0.0006163274,0.01648042,0.00011287617,2.0911857e-06,0.010676848,1.1563662e-05,5.996609e-06,1.4594715e-05,0.0044541033,0.00014155144,8.343124e-07,1.9584293e-05,1.0280937e-06,0.00034145874,1.0517429e-06,3.095485e-05,0.011817816,8.730309e-06,3.531955e-06,9.052528e-08,5.123078e-05,0.00034447704,0.00049344177,0.12372685,0.19947986,1.5699217e-05,0.033534683,1.1355336e-05
./fruit81_full_split\test\木瓜\117.jpg,7,木瓜,7,木瓜,9,杏,69,西梅,True,4.9583246e-05,9.192153e-08,0.00048403922,0.0027200542,4.1752402e-05,3.037194e-08,5.4098757e-05,0.87696224,4.2654174e-05,0.046680026,8.422863e-06,8.486314e-07,1.64388e-05,4.890749e-07,0.00041766444,5.685569e-06,0.0023209855,4.242457e-06,1.2190529e-06,7.902713e-06,6.085463e-07,8.266176e-08,7.810447e-07,5.570277e-05,0.0001822799,2.8185948e-08,4.573947e-07,0.001372425,5.436055e-05,2.6006623e-05,9.180073e-06,0.00013776106,4.033683e-06,7.1599997e-09,0.0025183852,4.6520148e-07,4.030849e-06,1.0024629e-05,1.529204e-06,0.0019027741,8.9065215e-06,7.834155e-07,5.1722978e-08,0.0020998635,3.4657063e-07,1.4829635e-05,0.0016777852,2.0713792e-07,7.308478e-07,5.768605e-07,0.002733728,0.0008760298,0.0008419459,3.165502e-07,0.001586704,0.0011015091,1.8095851e-06,1.3421358e-07,9.485175e-06,0.0017458305,6.72636e-10,2.8133343e-06,1.9051635e-07,7.452369e-07,0.00016159873,4.9551145e-09,2.602352e-05,0.0016347454,0.0015324577,0.03211534,0.0024449609,0.011335549,1.503711e-06,4.9976396e-08,2.3097948e-05,4.3085635e-08,3.2580405e-07,3.4800076e-05,1.50575e-06,0.001881322,1.962159e-06
./fruit81_full_split\test\木瓜\118.jpg,7,木瓜,69,西梅,7,木瓜,19,桑葚,True,0.003834542,0.0001932122,0.00010589276,7.5427465e-07,0.00053371675,0.0024594555,0.020460004,0.11466452,0.001574547,0.00071912026,6.733232e-05,0.00010608602,0.020309236,1.1445812e-05,0.002317323,6.577126e-05,0.001976837,5.5590055e-05,0.001046291,0.045546487,0.0005462072,0.016436981,0.00011370931,9.3860624e-05,1.444924e-05,8.201391e-05,3.971846e-05,1.208805e-06,0.014676214,7.0019046e-06,4.9305113e-06,8.884922e-06,0.00048417592,0.00015029182,5.003148e-06,0.0016762372,5.6727654e-06,1.841441e-05,0.002987592,0.00032377883,0.002985863,1.3852214e-06,5.464021e-06,4.997381e-05,0.00016174259,8.456887e-08,6.6003685e-07,3.559316e-08,0.00017713485,2.2326172e-05,0.00061724335,6.930759e-06,5.0304016e-07,0.002906588,0.006416892,9.55825e-07,3.505904e-05,0.00038714538,1.2697362e-05,0.0016338911,0.00047529725,3.307729e-05,5.0980154e-05,7.1050163e-06,0.02587085,7.978996e-06,9.9180015e-06,4.0201613e-08,1.18788776e-07,0.6701778,0.00017272239,0.00011498749,9.059189e-07,0.0018754732,1.8550583e-06,0.00019272858,0.008470056,0.018676605,0.00014043637,2.1763506e-05,0.004552229
./fruit81_full_split\test\木瓜\135.jpg,7,木瓜,7,木瓜,43,百香果,15,柠檬,True,5.8708625e-05,3.940559e-11,8.093854e-06,3.5262055e-09,5.062315e-06,5.989227e-08,2.5695908e-07,0.9992505,3.3411376e-07,1.8115867e-05,2.8593718e-11,1.9743556e-08,2.1294855e-07,6.896514e-05,3.0886374e-06,7.420305e-05,1.6410498e-08,4.2340953e-09,6.0069743e-07,9.605675e-07,4.128433e-06,1.4578222e-05,5.5616574e-08,1.10702105e-08,1.9178168e-08,4.1928188e-13,1.4983796e-08,2.6311302e-06,1.0070726e-07,9.821104e-09,9.420373e-06,2.9789104e-05,7.167113e-08,9.737819e-09,2.1410682e-07,3.447229e-09,2.022044e-06,9.4906505e-07,5.4583705e-07,3.710614e-07,9.268086e-07,2.5846736e-09,2.4680378e-07,0.00023964234,3.9037164e-05,4.391727e-06,3.4873722e-07,4.8563706e-08,2.6149416e-07,1.4272707e-06,1.7265538e-07,4.0809258e-08,2.6102737e-06,8.450209e-06,6.119473e-05,9.971517e-06,1.1366628e-09,5.6976845e-09,3.0465747e-10,1.8253241e-06,7.288238e-10,2.0498513e-08,1.8609189e-08,1.0050951e-09,2.5534825e-07,3.0698047e-08,4.89068e-08,2.0879819e-08,1.560905e-07,3.118082e-06,5.0297916e-05,6.917843e-09,1.0369242e-07,4.5100105e-08,3.4547594e-07,3.8453706e-08,7.7958404e-08,8.15725e-06,4.0444115e-07,6.171342e-06,6.0852844e-06
./fruit81_full_split\test\木瓜\14.jpg,7,木瓜,7,木瓜,44,石榴,80,黑莓,True,6.790921e-08,2.7028149e-11,1.0860487e-05,1.08876456e-07,1.0669324e-05,7.688726e-08,6.7482574e-07,0.99907196,3.8738825e-09,6.947474e-05,5.1958815e-10,2.0988079e-08,9.4234747e-07,7.785967e-07,8.9826943e-07,5.188635e-09,1.5948863e-05,5.9407974e-08,3.5387706e-07,3.3237528e-05,8.097985e-09,1.7482045e-06,9.02293e-10,4.2347278e-07,4.734407e-06,4.585947e-09,1.8489625e-07,1.5434488e-06,5.1004236e-07,3.843637e-07,2.3666685e-07,5.010751e-08,3.9389576e-07,1.0432177e-10,3.152164e-07,5.125959e-08,2.821666e-07,6.3157735e-08,5.2167354e-10,2.6034433e-08,1.2632004e-06,2.7917077e-08,2.3538796e-10,3.2698565e-06,0.00035368645,4.517827e-06,7.224391e-06,1.6968313e-07,9.922471e-08,2.1119792e-08,1.9273696e-09,4.1893873e-06,5.5921096e-06,3.6361405e-07,2.6509715e-06,2.7740816e-05,8.471883e-09,9.941997e-09,8.3609686e-10,4.6487944e-08,1.7932665e-10,1.6860638e-11,3.927897e-10,3.365484e-08,9.738249e-06,2.4894218e-08,2.0143347e-08,0.000105008425,5.9549533e-05,7.464548e-07,1.5394511e-05,1.6068869e-06,1.8621708e-07,2.255522e-06,7.1137333e-07,7.332709e-10,9.585058e-10,3.5844542e-07,3.3989889e-09,9.537588e-06,0.00015710863
./fruit81_full_split\test\木瓜\142.jpg,7,木瓜,7,木瓜,16,柿子,3,圣女果,True,1.0453572e-06,1.0241276e-10,0.00010166765,0.015735058,0.0010284607,3.5954414e-05,4.4675335e-07,0.94222546,8.7799515e-07,0.0011317837,3.7187113e-09,7.53205e-08,0.0003608605,0.00019052945,1.7270236e-06,5.5640488e-08,0.019599214,3.3243014e-05,3.2747405e-06,3.7141468e-05,2.6256214e-07,6.8067715e-07,2.1740847e-08,7.097614e-05,6.333827e-06,5.291717e-06,2.464878e-07,7.822008e-06,0.0038646772,0.011363973,1.254096e-06,3.0110277e-05,1.3822776e-08,6.759936e-07,0.00016531872,3.0518743e-07,6.341857e-09,1.6562572e-05,3.8025982e-07,2.866314e-07,1.7609316e-06,6.4333466e-07,1.5656076e-06,0.0006762645,3.5727724e-05,0.00069036457,4.6037185e-06,3.7355844e-07,1.7498184e-07,3.4565977e-07,1.6673247e-06,0.00016448396,2.2363643e-05,2.5128204e-05,6.798683e-05,1.6348207e-05,3.2444922e-07,1.6230479e-06,2.5965818e-07,0.00022628735,2.895939e-07,2.270266e-08,3.029898e-07,3.8515873e-06,2.0282891e-06,1.696435e-07,4.9736027e-06,6.1038094e-07,2.4537494e-05,3.6985166e-05,4.3389363e-07,0.0010602832,0.0002984846,1.1625319e-05,6.744501e-05,7.54552e-09,1.13755824e-07,1.3688948e-07,1.9439321e-05,8.899664e-06,0.00049903814
./fruit81_full_split\test\木瓜\147.jpg,7,木瓜,7,木瓜,54,芒果,67,血橙,True,1.6698566e-08,3.9992012e-10,5.985148e-07,1.8812568e-07,3.5790503e-08,3.2178662e-09,3.699627e-08,0.9998216,3.4922526e-10,6.642159e-06,3.336073e-08,1.7805893e-09,4.1487197e-06,3.709066e-08,1.2103246e-07,1.0103233e-07,3.2593066e-06,5.6836746e-10,1.3125137e-09,9.725004e-07,1.3776772e-08,7.1736916e-10,7.068488e-09,1.4382331e-08,1.5605032e-07,2.256466e-11,1.20471e-10,3.6891352e-06,3.911751e-09,5.835751e-07,3.093134e-09,1.0263014e-08,5.633491e-09,2.0333447e-10,5.1277266e-06,1.419594e-08,1.1828452e-06,1.5954581e-06,1.6090113e-10,4.7980578e-08,2.2723906e-07,2.9014895e-08,6.5412836e-10,1.0457897e-07,1.6460979e-07,2.3017647e-06,1.4031024e-06,4.1026849e-10,2.443586e-10,1.0905186e-08,1.926923e-08,2.9281014e-07,3.3726292e-07,1.926233e-07,9.587097e-05,5.2830155e-06,3.973595e-09,1.6860693e-09,1.9306072e-10,3.1116554e-07,1.02279275e-10,1.648712e-09,2.4932518e-07,2.31688e-09,8.873716e-06,1.9795272e-12,4.783107e-09,1.5059688e-05,2.4054438e-07,3.6539714e-07,6.8687956e-07,3.7482075e-09,2.336562e-09,1.6874827e-08,1.6741893e-06,9.368133e-10,2.1307156e-10,6.141168e-07,4.4788717e-06,3.6067945e-06,7.499004e-06
